Nicotine Experiment Craving Levels 
Nicotine_wLikertFaces_cravePlot_40min_10Puff
12	FP
Craving Level:	64	10:24:25 at 1580.9259 s
Craving Level:	64	10:24:25 at 1581.1496 s
Craving Level:	64	10:24:26 at 1581.3739 s
Craving Level:	64	10:24:26 at 1581.5419 s
Craving Level:	64	10:24:26 at 1581.7637 s
Craving Level:	64	10:24:26 at 1581.9316 s
Craving Level:	64	10:24:26 at 1582.1549 s
Craving Level:	64	10:24:27 at 1582.3263 s
Craving Level:	64	10:24:27 at 1582.5447 s
Craving Level:	64	10:24:27 at 1582.7674 s
Craving Level:	64	10:24:27 at 1582.9344 s
Craving Level:	64	10:24:27 at 1583.1605 s
Craving Level:	64	10:24:28 at 1583.3294 s
Craving Level:	64	10:24:28 at 1583.5531 s
Craving Level:	64	10:24:28 at 1583.7746 s
Craving Level:	64	10:24:28 at 1583.942 s
Craving Level:	64	10:24:28 at 1584.1664 s
Craving Level:	64	10:24:29 at 1584.3346 s
Craving Level:	64	10:24:29 at 1584.5578 s
Craving Level:	64	10:24:29 at 1584.7265 s
Craving Level:	64	10:24:29 at 1584.9475 s
Craving Level:	64	10:24:29 at 1585.1721 s
Craving Level:	64	10:24:30 at 1585.3403 s
Craving Level:	64	10:24:30 at 1585.5639 s
Craving Level:	64	10:24:30 at 1585.731 s
Craving Level:	64	10:24:30 at 1585.9529 s
Craving Level:	64	10:24:30 at 1586.1264 s
Craving Level:	64	10:24:31 at 1586.3455 s
Craving Level:	64	10:24:31 at 1586.5678 s
Craving Level:	64	10:24:31 at 1586.7343 s
Craving Level:	64	10:24:31 at 1586.9582 s
Craving Level:	64	10:24:31 at 1587.1264 s
Craving Level:	64	10:24:32 at 1587.3483 s
Craving Level:	64	10:24:32 at 1587.5702 s
Craving Level:	64	10:24:32 at 1587.7374 s
Craving Level:	64	10:24:32 at 1587.9611 s
Craving Level:	64	10:24:32 at 1588.1293 s
Craving Level:	64	10:24:33 at 1588.3525 s
Craving Level:	64	10:24:33 at 1588.5752 s
Craving Level:	64	10:24:33 at 1588.7435 s
Craving Level:	64	10:24:33 at 1588.9674 s
Craving Level:	64	10:24:33 at 1589.1367 s
Craving Level:	64	10:24:34 at 1589.3588 s
Craving Level:	64	10:24:34 at 1589.5272 s
Craving Level:	64	10:24:34 at 1589.7498 s
Craving Level:	64	10:24:34 at 1589.9731 s
Craving Level:	64	10:24:34 at 1590.1416 s
Craving Level:	64	10:24:35 at 1590.3641 s
Craving Level:	64	10:24:35 at 1590.5315 s
Craving Level:	64	10:24:35 at 1590.7542 s
Craving Level:	64	10:24:35 at 1590.9262 s
Craving Level:	64	10:24:35 at 1591.1447 s
Craving Level:	64	10:24:36 at 1591.3676 s
Craving Level:	64	10:24:36 at 1591.5341 s
Craving Level:	64	10:24:36 at 1591.7576 s
Craving Level:	64	10:24:36 at 1591.926 s
Craving Level:	64	10:24:36 at 1592.1499 s
Craving Level:	64	10:24:37 at 1592.3719 s
Craving Level:	64	10:24:37 at 1592.5392 s
Craving Level:	64	10:24:37 at 1592.7621 s
Craving Level:	64	10:24:37 at 1592.9289 s
Craving Level:	64	10:24:37 at 1593.1526 s
Craving Level:	64	10:24:38 at 1593.3257 s
Craving Level:	64	10:24:38 at 1593.5451 s
Craving Level:	64	10:24:38 at 1593.7671 s
Craving Level:	64	10:24:38 at 1593.9349 s
Craving Level:	64	10:24:38 at 1594.1586 s
Craving Level:	64	10:24:39 at 1594.327 s
Craving Level:	64	10:24:39 at 1594.5486 s
Craving Level:	64	10:24:39 at 1594.7703 s
Craving Level:	64	10:24:39 at 1594.9376 s
Craving Level:	64	10:24:39 at 1595.162 s
Craving Level:	64	10:24:40 at 1595.3302 s
Craving Level:	64	10:24:40 at 1595.5545 s
Craving Level:	64	10:24:40 at 1595.7262 s
Craving Level:	64	10:24:40 at 1595.9452 s
Craving Level:	64	10:24:40 at 1596.1688 s
Craving Level:	64	10:24:41 at 1596.3362 s
Craving Level:	64	10:24:41 at 1596.559 s
Craving Level:	64	10:24:41 at 1596.7261 s
Craving Level:	64	10:24:41 at 1596.9483 s
Craving Level:	64	10:24:41 at 1597.1739 s
Craving Level:	64	10:24:42 at 1597.3405 s
Craving Level:	64	10:24:42 at 1597.5639 s
Craving Level:	64	10:24:42 at 1597.7313 s
Craving Level:	64	10:24:42 at 1597.953 s
Craving Level:	64	10:24:42 at 1598.127 s
Craving Level:	64	10:24:43 at 1598.3454 s
Craving Level:	64	10:24:43 at 1598.5685 s
Craving Level:	64	10:24:43 at 1598.7353 s
Craving Level:	64	10:24:43 at 1598.9579 s
Craving Level:	64	10:24:43 at 1599.1269 s
Craving Level:	64	10:24:44 at 1599.3494 s
Craving Level:	64	10:24:44 at 1599.5722 s
Craving Level:	64	10:24:44 at 1599.7392 s
Craving Level:	64	10:24:44 at 1599.9617 s
Craving Level:	64	10:24:44 at 1600.1307 s
Craving Level:	64	10:24:45 at 1600.3536 s
Craving Level:	64	10:24:45 at 1600.5762 s
Craving Level:	64	10:24:45 at 1600.7428 s
Craving Level:	64	10:24:45 at 1600.9667 s
Craving Level:	64	10:24:45 at 1601.1359 s
Craving Level:	64	10:24:46 at 1601.3574 s
Craving Level:	64	10:24:46 at 1601.5261 s
Craving Level:	64	10:24:46 at 1601.7478 s
Craving Level:	64	10:24:46 at 1601.9707 s
Craving Level:	64	10:24:46 at 1602.1396 s
Craving Level:	64	10:24:47 at 1602.3612 s
Craving Level:	64	10:24:47 at 1602.5284 s
Craving Level:	64	10:24:47 at 1602.7517 s
Craving Level:	64	10:24:47 at 1602.9742 s
Craving Level:	64	10:24:47 at 1603.1452 s
Craving Level:	64	10:24:48 at 1603.3677 s
Craving Level:	64	10:24:48 at 1603.535 s
Craving Level:	64	10:24:48 at 1603.7569 s
Craving Level:	64	10:24:48 at 1603.9271 s
Craving Level:	64	10:24:48 at 1604.1491 s
Craving Level:	64	10:24:49 at 1604.3717 s
Craving Level:	64	10:24:49 at 1604.5392 s
Craving Level:	64	10:24:49 at 1604.7626 s
Craving Level:	64	10:24:49 at 1604.9289 s
Craving Level:	64	10:24:49 at 1605.1531 s
Craving Level:	64	10:24:50 at 1605.3253 s
Craving Level:	64	10:24:50 at 1605.5431 s
Craving Level:	64	10:24:50 at 1605.7659 s
Craving Level:	64	10:24:50 at 1605.933 s
Craving Level:	64	10:24:50 at 1606.1577 s
Craving Level:	64	10:24:51 at 1606.3264 s
Craving Level:	64	10:24:51 at 1606.5465 s
Craving Level:	64	10:24:51 at 1606.7683 s
Craving Level:	64	10:24:51 at 1606.9355 s
Craving Level:	64	10:24:51 at 1607.16 s
Craving Level:	64	10:24:52 at 1607.3311 s
Craving Level:	64	10:24:52 at 1607.5531 s
Craving Level:	64	10:24:52 at 1607.7755 s
Craving Level:	64	10:24:52 at 1607.9432 s
Craving Level:	64	10:24:52 at 1608.1671 s
Craving Level:	64	10:24:53 at 1608.3348 s
Craving Level:	64	10:24:53 at 1608.5573 s
Craving Level:	64	10:24:53 at 1608.7265 s
Craving Level:	64	10:24:53 at 1608.9474 s
Craving Level:	64	10:24:53 at 1609.1707 s
Craving Level:	64	10:24:54 at 1609.3383 s
Craving Level:	64	10:24:54 at 1609.562 s
Craving Level:	64	10:24:54 at 1609.729 s
Craving Level:	64	10:24:54 at 1609.9509 s
Craving Level:	64	10:24:54 at 1610.1257 s
Craving Level:	64	10:24:55 at 1610.3432 s
Craving Level:	64	10:24:55 at 1610.5657 s
Craving Level:	64	10:24:55 at 1610.7334 s
Craving Level:	64	10:24:55 at 1610.9569 s
Craving Level:	64	10:24:55 at 1611.1255 s
Craving Level:	64	10:24:56 at 1611.3489 s
Craving Level:	64	10:24:56 at 1611.5717 s
Craving Level:	64	10:24:56 at 1611.7391 s
Craving Level:	64	10:24:56 at 1611.9612 s
Craving Level:	64	10:24:56 at 1612.13 s
Craving Level:	64	10:24:57 at 1612.3519 s
Craving Level:	64	10:24:57 at 1612.5751 s
Craving Level:	64	10:24:57 at 1612.742 s
Craving Level:	64	10:24:57 at 1612.9644 s
Craving Level:	64	10:24:57 at 1613.1338 s
Craving Level:	64	10:24:58 at 1613.3557 s
Craving Level:	64	10:24:58 at 1613.527 s
Craving Level:	64	10:24:58 at 1613.7485 s
Craving Level:	64	10:24:58 at 1613.9713 s
Craving Level:	64	10:24:58 at 1614.141 s
Craving Level:	64	10:24:59 at 1614.3631 s
Craving Level:	64	10:24:59 at 1614.5303 s
Craving Level:	64	10:24:59 at 1614.753 s
Craving Level:	64	10:24:59 at 1614.9759 s
Craving Level:	64	10:24:59 at 1615.1443 s
Craving Level:	64	10:25:00 at 1615.3674 s
Craving Level:	64	10:25:00 at 1615.5341 s
Craving Level:	64	10:25:00 at 1615.7572 s
Craving Level:	64	10:25:00 at 1615.9284 s
Craving Level:	64	10:25:00 at 1616.1488 s
Craving Level:	64	10:25:01 at 1616.3714 s
Craving Level:	64	10:25:01 at 1616.5393 s
Craving Level:	64	10:25:01 at 1616.7617 s
Craving Level:	64	10:25:01 at 1616.9284 s
Craving Level:	64	10:25:01 at 1617.1536 s
Craving Level:	64	10:25:02 at 1617.3257 s
Craving Level:	64	10:25:02 at 1617.5431 s
Craving Level:	64	10:25:02 at 1617.765 s
Craving Level:	64	10:25:02 at 1617.9316 s
Craving Level:	64	10:25:02 at 1618.1563 s
Craving Level:	64	10:25:03 at 1618.3271 s
Craving Level:	64	10:25:03 at 1618.5455 s
Craving Level:	64	10:25:03 at 1618.7685 s
Craving Level:	64	10:25:03 at 1618.9375 s
Craving Level:	64	10:25:03 at 1619.1633 s
Craving Level:	64	10:25:04 at 1619.3314 s
Craving Level:	64	10:25:04 at 1619.5547 s
Craving Level:	64	10:25:04 at 1619.7251 s
Craving Level:	64	10:25:04 at 1619.9434 s
Craving Level:	64	10:25:04 at 1620.168 s
Craving Level:	64	10:25:05 at 1620.336 s
Craving Level:	64	10:25:05 at 1620.5588 s
Craving Level:	64	10:25:05 at 1620.7268 s
Craving Level:	64	10:25:05 at 1620.9494 s
Craving Level:	64	10:25:05 at 1621.1746 s
Craving Level:	64	10:25:06 at 1621.3413 s
Craving Level:	64	10:25:06 at 1621.5641 s
Craving Level:	64	10:25:06 at 1621.7304 s
Craving Level:	64	10:25:06 at 1621.9527 s
Craving Level:	64	10:25:06 at 1622.1267 s
Craving Level:	64	10:25:07 at 1622.3475 s
Craving Level:	64	10:25:07 at 1622.5713 s
Craving Level:	64	10:25:07 at 1622.7384 s
Craving Level:	64	10:25:07 at 1622.9609 s
Craving Level:	64	10:25:07 at 1623.1297 s
Craving Level:	64	10:25:08 at 1623.3533 s
Craving Level:	64	10:25:08 at 1623.5263 s
Craving Level:	64	10:25:08 at 1623.7456 s
Craving Level:	64	10:25:08 at 1623.9679 s
Craving Level:	64	10:25:08 at 1624.1372 s
Craving Level:	64	10:25:09 at 1624.3603 s
Craving Level:	64	10:25:09 at 1624.527 s
Craving Level:	64	10:25:09 at 1624.7497 s
Craving Level:	64	10:25:09 at 1624.9723 s
Craving Level:	64	10:25:09 at 1625.141 s
Craving Level:	64	10:25:10 at 1625.3648 s
Craving Level:	64	10:25:10 at 1625.5317 s
Craving Level:	64	10:25:10 at 1625.7542 s
Craving Level:	64	10:25:10 at 1625.9264 s
Craving Level:	64	10:25:10 at 1626.1467 s
Craving Level:	64	10:25:11 at 1626.3689 s
Craving Level:	64	10:25:11 at 1626.5358 s
Craving Level:	64	10:25:11 at 1626.7579 s
Craving Level:	64	10:25:11 at 1626.9262 s
Craving Level:	64	10:25:11 at 1627.1492 s
Craving Level:	64	10:25:12 at 1627.3712 s
Craving Level:	64	10:25:12 at 1627.5376 s
Craving Level:	64	10:25:12 at 1627.7599 s
Craving Level:	64	10:25:12 at 1627.927 s
Craving Level:	64	10:25:12 at 1628.1515 s
Craving Level:	64	10:25:13 at 1628.3738 s
Craving Level:	64	10:25:13 at 1628.5404 s
Craving Level:	64	10:25:13 at 1628.7624 s
Craving Level:	64	10:25:13 at 1628.9299 s
Craving Level:	64	10:25:13 at 1629.1531 s
Craving Level:	64	10:25:14 at 1629.3763 s
Craving Level:	64	10:25:14 at 1629.5443 s
Craving Level:	64	10:25:14 at 1629.7666 s
Craving Level:	64	10:25:14 at 1629.934 s
Craving Level:	64	10:25:14 at 1630.1584 s
Craving Level:	64	10:25:15 at 1630.3266 s
Craving Level:	64	10:25:15 at 1630.5494 s
Craving Level:	64	10:25:15 at 1630.7717 s
Craving Level:	64	10:25:15 at 1630.9383 s
Craving Level:	64	10:25:15 at 1631.164 s
Craving Level:	64	10:25:16 at 1631.3325 s
Craving Level:	64	10:25:16 at 1631.5546 s
Craving Level:	64	10:25:16 at 1631.7255 s
Craving Level:	64	10:25:16 at 1631.9438 s
Craving Level:	64	10:25:16 at 1632.1695 s
Craving Level:	64	10:25:17 at 1632.3362 s
Craving Level:	64	10:25:17 at 1632.5581 s
Craving Level:	64	10:25:17 at 1632.7256 s
Craving Level:	64	10:25:17 at 1632.9477 s
Craving Level:	64	10:25:17 at 1633.1733 s
Craving Level:	64	10:25:18 at 1633.3399 s
Craving Level:	64	10:25:18 at 1633.5642 s
Craving Level:	64	10:25:18 at 1633.7329 s
Craving Level:	64	10:25:18 at 1633.9549 s
Craving Level:	64	10:25:18 at 1634.1273 s
Craving Level:	64	10:25:19 at 1634.3464 s
Craving Level:	64	10:25:19 at 1634.5679 s
Craving Level:	64	10:25:19 at 1634.7347 s
Craving Level:	64	10:25:19 at 1634.9579 s
Craving Level:	64	10:25:19 at 1635.1269 s
Craving Level:	64	10:25:20 at 1635.3498 s
Craving Level:	64	10:25:20 at 1635.5726 s
Craving Level:	64	10:25:20 at 1635.7393 s
Craving Level:	64	10:25:20 at 1635.9619 s
Craving Level:	64	10:25:20 at 1636.1314 s
Craving Level:	64	10:25:21 at 1636.3537 s
Craving Level:	64	10:25:21 at 1636.5756 s
Craving Level:	64	10:25:21 at 1636.7427 s
Craving Level:	64	10:25:21 at 1636.9649 s
Craving Level:	64	10:25:21 at 1637.1339 s
Craving Level:	64	10:25:22 at 1637.3568 s
Craving Level:	64	10:25:22 at 1637.5279 s
Craving Level:	64	10:25:22 at 1637.7463 s
Craving Level:	64	10:25:22 at 1637.9685 s
Craving Level:	64	10:25:22 at 1638.1372 s
Craving Level:	64	10:25:23 at 1638.3608 s
Craving Level:	64	10:25:23 at 1638.5289 s
Craving Level:	64	10:25:23 at 1638.7523 s
Craving Level:	64	10:25:23 at 1638.9758 s
Craving Level:	64	10:25:23 at 1639.1443 s
Craving Level:	64	10:25:24 at 1639.3673 s
Craving Level:	64	10:25:24 at 1639.5343 s
Craving Level:	64	10:25:24 at 1639.7573 s
Craving Level:	64	10:25:24 at 1639.9263 s
Craving Level:	64	10:25:24 at 1640.1496 s
Craving Level:	64	10:25:25 at 1640.3736 s
Craving Level:	64	10:25:25 at 1640.5403 s
Craving Level:	64	10:25:25 at 1640.7624 s
Craving Level:	64	10:25:25 at 1640.9302 s
Craving Level:	64	10:25:25 at 1641.1539 s
Craving Level:	64	10:25:26 at 1641.3756 s
Craving Level:	64	10:25:26 at 1641.544 s
Craving Level:	64	10:25:26 at 1641.7674 s
Craving Level:	64	10:25:26 at 1641.9352 s
Craving Level:	64	10:25:26 at 1642.1599 s
Craving Level:	64	10:25:27 at 1642.3271 s
Craving Level:	64	10:25:27 at 1642.5511 s
Craving Level:	64	10:25:27 at 1642.7729 s
Craving Level:	64	10:25:27 at 1642.9409 s
Craving Level:	64	10:25:27 at 1643.1657 s
Craving Level:	64	10:25:28 at 1643.333 s
Craving Level:	64	10:25:28 at 1643.5552 s
Craving Level:	64	10:25:28 at 1643.7272 s
Craving Level:	64	10:25:28 at 1643.947 s
Craving Level:	64	10:25:28 at 1644.1723 s
Craving Level:	64	10:25:29 at 1644.3393 s
Craving Level:	64	10:25:29 at 1644.5624 s
Craving Level:	64	10:25:29 at 1644.7302 s
Craving Level:	64	10:25:29 at 1644.9523 s
Craving Level:	64	10:25:29 at 1645.1259 s
Craving Level:	64	10:25:30 at 1645.3433 s
Craving Level:	64	10:25:30 at 1645.5669 s
Craving Level:	64	10:25:30 at 1645.7346 s
Craving Level:	64	10:25:30 at 1645.9586 s
Craving Level:	64	10:25:30 at 1646.1275 s
Craving Level:	64	10:25:31 at 1646.349 s
Craving Level:	64	10:25:31 at 1646.571 s
Craving Level:	64	10:25:31 at 1646.7382 s
Craving Level:	64	10:25:31 at 1646.9613 s
Craving Level:	64	10:25:31 at 1647.1304 s
Craving Level:	64	10:25:32 at 1647.3542 s
Craving Level:	64	10:25:32 at 1647.526 s
Craving Level:	64	10:25:32 at 1647.7435 s
Craving Level:	64	10:25:32 at 1647.9655 s
Craving Level:	64	10:25:32 at 1648.1353 s
Craving Level:	64	10:25:33 at 1648.3575 s
Craving Level:	64	10:25:33 at 1648.5285 s
Craving Level:	64	10:25:33 at 1648.748 s
Craving Level:	64	10:25:33 at 1648.9703 s
Craving Level:	64	10:25:33 at 1649.1411 s
Craving Level:	64	10:25:34 at 1649.3639 s
Craving Level:	64	10:25:34 at 1649.5312 s
Craving Level:	64	10:25:34 at 1649.7543 s
Craving Level:	64	10:25:34 at 1649.9761 s
Craving Level:	64	10:25:34 at 1650.1444 s
Craving Level:	64	10:25:35 at 1650.3668 s
Craving Level:	64	10:25:35 at 1650.5341 s
Craving Level:	64	10:25:35 at 1650.757 s
Craving Level:	64	10:25:35 at 1650.9276 s
Craving Level:	64	10:25:35 at 1651.1471 s
Craving Level:	64	10:25:36 at 1651.3695 s
Craving Level:	64	10:25:36 at 1651.5378 s
Craving Level:	64	10:25:36 at 1651.761 s
Craving Level:	64	10:25:36 at 1651.9281 s
Craving Level:	64	10:25:36 at 1652.1514 s
Craving Level:	64	10:25:37 at 1652.3738 s
Craving Level:	64	10:25:37 at 1652.5415 s
Craving Level:	64	10:25:37 at 1652.764 s
Craving Level:	64	10:25:37 at 1652.931 s
Craving Level:	64	10:25:37 at 1653.1541 s
Craving Level:	64	10:25:38 at 1653.3259 s
Craving Level:	64	10:25:38 at 1653.5439 s
Craving Level:	64	10:25:38 at 1653.7677 s
Craving Level:	64	10:25:38 at 1653.9347 s
Craving Level:	64	10:25:38 at 1654.159 s
Craving Level:	64	10:25:39 at 1654.3275 s
Craving Level:	64	10:25:39 at 1654.5495 s
Craving Level:	64	10:25:39 at 1654.7714 s
Craving Level:	64	10:25:39 at 1654.938 s
Craving Level:	64	10:25:39 at 1655.1628 s
Craving Level:	64	10:25:40 at 1655.3302 s
Craving Level:	64	10:25:40 at 1655.5525 s
Craving Level:	64	10:25:40 at 1655.7266 s
Craving Level:	64	10:25:40 at 1655.9445 s
Craving Level:	64	10:25:40 at 1656.1686 s
Craving Level:	64	10:25:41 at 1656.3366 s
Craving Level:	64	10:25:41 at 1656.5585 s
Craving Level:	64	10:25:41 at 1656.726 s
Craving Level:	64	10:25:41 at 1656.947 s
Craving Level:	64	10:25:41 at 1657.17 s
Craving Level:	64	10:25:42 at 1657.3378 s
Craving Level:	64	10:25:42 at 1657.5595 s
Craving Level:	64	10:25:42 at 1657.7271 s
Craving Level:	64	10:25:42 at 1657.9502 s
Craving Level:	64	10:25:42 at 1658.1744 s
Craving Level:	64	10:25:43 at 1658.3424 s
Craving Level:	64	10:25:43 at 1658.5647 s
Craving Level:	64	10:25:43 at 1658.7334 s
Craving Level:	64	10:25:43 at 1658.9574 s
Craving Level:	64	10:25:43 at 1659.1265 s
Craving Level:	64	10:25:44 at 1659.3494 s
Craving Level:	64	10:25:44 at 1659.5724 s
Craving Level:	64	10:25:44 at 1659.7397 s
Craving Level:	64	10:25:44 at 1659.9629 s
Craving Level:	64	10:25:44 at 1660.1311 s
Craving Level:	64	10:25:45 at 1660.3541 s
Craving Level:	64	10:25:45 at 1660.5262 s
Craving Level:	64	10:25:45 at 1660.7431 s
Craving Level:	64	10:25:45 at 1660.9656 s
Craving Level:	64	10:25:45 at 1661.1345 s
Craving Level:	64	10:25:46 at 1661.358 s
Craving Level:	64	10:25:46 at 1661.5273 s
Craving Level:	64	10:25:46 at 1661.7499 s
Craving Level:	64	10:25:46 at 1661.9729 s
Craving Level:	64	10:25:46 at 1662.1414 s
Craving Level:	64	10:25:47 at 1662.3637 s
Craving Level:	64	10:25:47 at 1662.5313 s
Craving Level:	64	10:25:47 at 1662.7553 s
Craving Level:	64	10:25:47 at 1662.9258 s
Craving Level:	64	10:25:47 at 1663.1458 s
Craving Level:	64	10:25:48 at 1663.3678 s
Craving Level:	64	10:25:48 at 1663.5345 s
Craving Level:	64	10:25:48 at 1663.757 s
Craving Level:	64	10:25:48 at 1663.9274 s
Craving Level:	64	10:25:48 at 1664.1481 s
Craving Level:	64	10:25:49 at 1664.371 s
Craving Level:	64	10:25:49 at 1664.5378 s
Craving Level:	64	10:25:49 at 1664.7594 s
Craving Level:	64	10:25:49 at 1664.9262 s
Craving Level:	64	10:25:49 at 1665.1501 s
Craving Level:	64	10:25:50 at 1665.3748 s
Craving Level:	64	10:25:50 at 1665.5417 s
Craving Level:	64	10:25:50 at 1665.7652 s
Craving Level:	64	10:25:50 at 1665.9322 s
Craving Level:	64	10:25:50 at 1666.1561 s
Craving Level:	64	10:25:51 at 1666.3259 s
Craving Level:	64	10:25:51 at 1666.5473 s
Craving Level:	64	10:25:51 at 1666.77 s
Craving Level:	64	10:25:51 at 1666.9371 s
Craving Level:	64	10:25:51 at 1667.1625 s
Craving Level:	64	10:25:52 at 1667.3294 s
Craving Level:	64	10:25:52 at 1667.5525 s
Craving Level:	64	10:25:52 at 1667.775 s
Craving Level:	64	10:25:52 at 1667.9432 s
Craving Level:	64	10:25:52 at 1668.169 s
Craving Level:	64	10:25:53 at 1668.3361 s
Craving Level:	64	10:25:53 at 1668.5579 s
Craving Level:	64	10:25:53 at 1668.7259 s
Craving Level:	64	10:25:53 at 1668.949 s
Craving Level:	64	10:25:53 at 1669.1734 s
Craving Level:	64	10:25:54 at 1669.3403 s
Craving Level:	64	10:25:54 at 1669.5641 s
Craving Level:	64	10:25:54 at 1669.7308 s
Craving Level:	64	10:25:54 at 1669.955 s
Craving Level:	64	10:25:54 at 1670.1259 s
Craving Level:	64	10:25:55 at 1670.3475 s
Craving Level:	64	10:25:55 at 1670.5694 s
Craving Level:	64	10:25:55 at 1670.7357 s
Craving Level:	64	10:25:55 at 1670.959 s
Craving Level:	64	10:25:55 at 1671.1274 s
Craving Level:	64	10:25:56 at 1671.349 s
Craving Level:	64	10:25:56 at 1671.5724 s
Craving Level:	64	10:25:56 at 1671.739 s
Craving Level:	64	10:25:56 at 1671.9621 s
Craving Level:	64	10:25:56 at 1672.1303 s
Craving Level:	64	10:25:57 at 1672.3518 s
Craving Level:	64	10:25:57 at 1672.5755 s
Craving Level:	64	10:25:57 at 1672.7424 s
Craving Level:	64	10:25:57 at 1672.9647 s
Craving Level:	64	10:25:57 at 1673.1334 s
Craving Level:	64	10:25:58 at 1673.3557 s
Craving Level:	64	10:25:58 at 1673.528 s
Craving Level:	64	10:25:58 at 1673.7476 s
Craving Level:	64	10:25:58 at 1673.9708 s
Craving Level:	64	10:25:58 at 1674.1411 s
Craving Level:	64	10:25:59 at 1674.3652 s
Craving Level:	64	10:25:59 at 1674.5326 s
Craving Level:	64	10:25:59 at 1674.7559 s
Craving Level:	64	10:25:59 at 1674.9272 s
Craving Level:	64	10:25:59 at 1675.1479 s
Craving Level:	64	10:26:00 at 1675.3704 s
Craving Level:	64	10:26:00 at 1675.5379 s
Craving Level:	64	10:26:00 at 1675.7604 s
Craving Level:	64	10:26:00 at 1675.9276 s
Craving Level:	64	10:26:00 at 1676.1529 s
Craving Level:	64	10:26:01 at 1676.3256 s
Craving Level:	64	10:26:01 at 1676.5436 s
Craving Level:	64	10:26:01 at 1676.7666 s
Craving Level:	64	10:26:01 at 1676.9338 s
Craving Level:	64	10:26:01 at 1677.1588 s
Craving Level:	64	10:26:02 at 1677.3255 s
Craving Level:	64	10:26:02 at 1677.5474 s
Craving Level:	64	10:26:02 at 1677.7714 s
Craving Level:	64	10:26:02 at 1677.9389 s
Craving Level:	64	10:26:02 at 1678.1628 s
Craving Level:	64	10:26:03 at 1678.33 s
Craving Level:	64	10:26:03 at 1678.5523 s
Craving Level:	64	10:26:03 at 1678.7748 s
